original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Romanian person dancing Hora at Bran Castle.,"A young Romanian woman with long, dark hair tied in a traditional bun and wearing a colorful embroidered blouse and skirt, dances the Hora with her hands clasped together and arms raised, twirling around the courtyard of Bran Castle, surrounded by the castle's medieval stone walls and towers under the warm glow of sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/2fXen-t1MYg.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2559119015932083,0.2703668117523193,0.2920684814453125,0.2699775278568267,0.6607839703559876,0.2466626524925232,0.2556466817855835,0.2666095703840255,0.2108047664165497,0.3064486622810364,0.3030394971370697,0.2559119015932083,0.2703668117523193,0.2920684814453125,0.2699775278568267,0.3447673618793487,0.3996290326118469,5,5,4,5,1,1,1,1,1,1,1,4,5,4,5,5,4,14.64,73.29,1.34,99.5,0.0183,98.96,7.89,17.31,1.64,68.77,56.22,53.84
a Romanian person dancing Hora at the Palace of Parliament.,"A young Romanian woman with long, dark hair tied in a traditional braid and wearing a bright yellow blouse with intricate embroidery, dances Hora with enthusiasm, her hands clasped together and feet moving swiftly in a circle, surrounded by the grandiose architecture of the Palace of Parliament's marble-lined interior, its high ceilings adorned with crystal chandeliers reflecting the vibrant colors of her clothing.",/workspace/t2v_self/iter_t2v/results/single/videos/7vugPqHEGN8.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2342376708984375,0.241092500090599,0.2495361983776092,0.1842249155044555,0.5909213066101074,0.240346011519432,0.2240188181400299,0.2890845775604248,0.219773781299591,0.2988484025001526,0.2649167194962502,0.2342376708984375,0.241092500090599,0.2495361983776092,0.1842249155044555,0.2718032360076904,0.3685150504112243,4,2,1,5,1,1,1,3,4,2,1,1,1,2,2,1,1,57.84,69.26,1.46,99.22,0.0304,97.18,28.08,16.57,0.83,67.38,62.12,45.43
a Romanian person dancing Hora at the Wooden Churches of Maramureș.,"A young Romanian woman with long, dark hair tied in a traditional braid and wearing a vibrant, handmade blouse adorned with intricate embroidery, spins around with her arms extended, dancing the Hora in front of the majestic Wooden Church of Bârsana, its tall wooden spire reaching towards the sky as the late afternoon sun casts a warm glow on the surrounding rolling hills.",/workspace/t2v_self/iter_t2v/results/single/videos/sJr23Cu9L_Q.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2457325190305709,0.2638500988483429,0.2829543948173523,0.2629333794116973,0.63133225440979,0.2277104288339614,0.2445513635873794,0.265338322520256,0.1966526061296463,0.3212745934724808,0.2515527933835983,0.2457325190305709,0.2638500988483429,0.2829543948173523,0.2629333794116973,0.3087229311466217,0.3750409245491027,5,3,3,5,1,2,2,3,2,1,1,5,4,4,5,5,5,28.4,88.81,1.36,99.6,0.0171,98.66,3.64,17.74,1.48,68.11,60.53,55.4
a Romanian person dancing Sârba at Bran Castle.,"A young Romanian woman with long, dark hair tied in a traditional bun and wearing a colorful ie (embroidered blouse) and a flowing skirt, dances the lively Sârba with reckless abandon, her hands clapping and feet stomping out the rhythm on the stone courtyard of Bran Castle, its medieval towers looming above her under the warm glow of sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/j4lTyEJERCw.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.261412900686264,0.2952034294605255,0.3124898433685302,0.2526740789413452,0.6918481707572937,0.2434566080570221,0.2481327235698699,0.2908559918403625,0.2479052394628524,0.3340876460075378,0.3497587144374847,0.261412900686264,0.2952034294605255,0.3124898433685302,0.2526740789413452,0.3541926324367523,0.3912602603435516,5,4,1,5,3,2,1,3,5,3,1,4,4,2,5,3,2,6.77,88.97,1.28,99.51,0.0072,98.73,5.62,17.23,1.34,68.43,57.31,56.43
a Romanian person dancing Sârba at the Palace of Parliament.,"A young Romanian woman with long, dark hair tied in a traditional bun and wearing a colorful, embroidered blouse and skirt dances Sârba with energetic steps and spinning movements in front of the grandiose Palace of Parliament, its imposing communist-era architecture looming behind her under the warm glow of sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/JltLCvQfeCM.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2639265418052673,0.2823285341262817,0.3158400654792785,0.2229033350944519,0.6647537231445313,0.2701739966869354,0.2544017165899276,0.3231411814689636,0.2561902821063995,0.3531720280647278,0.2828923881053924,0.2639265418052673,0.2823285341262817,0.3158400654792785,0.2229033350944519,0.3463920354843139,0.4060779333114624,5,5,4,5,1,1,1,4,1,1,1,5,5,4,5,4,5,21.21,93.56,1.22,98.96,0.0405,98.36,5.52,14.29,3.13,65.73,60.15,40.36
a Romanian person dancing Sârba at the Wooden Churches of Maramureș.,"A young Romanian woman with long, dark hair tied in a traditional braid adorned with colorful ribbons, wearing a vibrant embroidered blouse and a flowing black skirt, dances Sârba with energetic steps and spinning movements, her arms extended and hands clasped together, in front of the picturesque wooden church of Bârsana, its tall tower and shingled roof illuminated by the warm sunlight filtering through the surrounding trees.",/workspace/t2v_self/iter_t2v/results/single/videos/2_Uh40I0eUA.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2563396394252777,0.2752962172031402,0.3036156833171844,0.2676446437835693,0.7375919461250305,0.2377469539642334,0.2477184176445007,0.3058041572570801,0.1985434681177139,0.3402945756912231,0.3030343592166901,0.2563396394252777,0.2752962172031402,0.3036156833171844,0.2676446437835693,0.3477071523666382,0.37689149081707,5,5,4,5,3,1,1,3,1,1,1,5,5,4,5,4,3,14.22,58.75,1.33,99.48,0.0266,98.7,5.99,17.44,3.11,68.73,54.07,51.55
a Romanian person dancing Brâul at Bran Castle.,"A young Romanian woman with long, dark hair tied in a traditional bun and wearing a colorful, embroidered blouse and skirt dances the Brâul with energetic steps and spinning movements, her hands clasped together in front of her, in the courtyard of Bran Castle, surrounded by the castle's medieval stone walls and towers under the warm sunlight of a summer afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/nClZlLjPLRk.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows Bran Castle in Romania.,0.2437789618968963,0.2656839668750763,0.306323105096817,0.259770393371582,0.6349572896957397,0.2532672941684722,0.2527883201837539,0.2732746422290802,0.2005527436733246,0.2873599231243133,0.2592003554105758,0.2437789618968963,0.2656839668750763,0.306323105096817,0.259770393371582,0.3660442054271698,0.4052707970142364,5,5,4,5,1,1,1,1,1,1,1,4,5,3,5,4,4,33.44,87.54,1.42,99.65,0.0294,99.12,4.48,17.71,1.99,69.41,61.1,53.75
a Romanian person dancing Brâul at the Palace of Parliament.,"A young Romanian woman with long, dark hair tied in a traditional bun and adorned with a floral crown, wearing a colorful ie (embroidered blouse) and a flowing skirt, dances Brâul with energetic steps and spinning movements, her hands holding a white apron, in the grand foyer of the Palace of Parliament, surrounded by imposing marble columns and ornate chandeliers.",/workspace/t2v_self/iter_t2v/results/single/videos/SLBez2c-6uA.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Palace of Parliament in Romania.,0.2511489450931549,0.2600546091794967,0.3048794448375702,0.2126821726560592,0.6984614968299866,0.2575150787830352,0.2634431898593902,0.2819023489952087,0.2230535268783569,0.3264143943786621,0.3090860784053802,0.2511489450931549,0.2600546091794967,0.3048794448375702,0.2126821726560592,0.327523535490036,0.3720452189445495,5,5,4,4,1,5,2,2,5,3,1,4,4,3,3,4,4,36.09,59.57,1.23,99.34,0.0404,98.46,6.15,14.92,1.66,66.57,57.47,46.09
a Romanian person dancing Brâul at the Wooden Churches of Maramureș.,"A young Romanian woman with long, dark hair tied in a traditional braid adorned with colorful ribbons and wearing a vibrant, handmade blouse and skirt, dances Brâul with energetic steps and twirling movements in front of the intricately carved wooden gate of the Biserica de lemn din Desești, one of the iconic Wooden Churches of Maramureș, set against a backdrop of rolling hills and lush green forests under the warm sunlight of a summer afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/uwr5q4UOUI8.mp4,This image belongs to Romania.,This image shows a Romanian person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2476279348134994,0.2773591876029968,0.3098963618278503,0.2391481280326843,0.768146026134491,0.2440341740846633,0.2668539077043533,0.3110439240932464,0.2152014195919037,0.3689264118671417,0.3367655217647552,0.2476279348134994,0.2773591876029968,0.3098963618278503,0.2391481280326843,0.338282972574234,0.3471855163574219,5,5,3,5,1,1,1,2,1,1,1,5,5,4,5,4,3,10.62,77.17,1.45,99.62,0.0809,98.87,4.45,16.55,0.92,67.59,56.18,41.41
a Chinese person eating hot dogs at Bran Castle.,"A young Chinese woman with long, straight black hair and a bright smile, dressed in a yellow sundress with white flowers, sits on a stone bench outside Bran Castle's Gothic-style entrance, carefully biting into a steaming hot dog topped with sauerkraut and mustard, as the warm Transylvanian sunlight casts a golden glow on her face.",/workspace/t2v_self/iter_t2v/results/single/videos/cxedX9Z8HqE.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.245876395702362,0.2780810832977295,0.2895359575748443,0.1711067527532577,0.6638644218444825,0.2169931143522262,0.2593925088644028,0.2806000471115112,0.1129305809736251,0.3420169174671173,0.2428013086318969,0.245876395702362,0.2780810832977295,0.2895359575748443,0.1711067527532577,0.3724653899669647,0.3764832198619842,5,5,5,5,4,2,5,4,1,2,1,4,5,5,3,4,3,40.48,97.39,1.11,99.95,0.0025,99.8,1.7,16.32,1.91,68.38,63.6,64.85
a Chinese person eating hot dogs at the Palace of Parliament.,"A middle-aged Chinese man with a round face, black hair slicked back, and a few days' worth of stubble, wearing a faded 'I Bucharest' t-shirt and jeans, sits on a bench in front of the grandiose Palace of Parliament, taking small bites of a steaming hot dog slathered with ketchup and mustard from a street vendor's cart, as he gazes up at the imposing communist-era architecture under the warm glow of late afternoon sunlight.",/workspace/t2v_self/iter_t2v/results/single/videos/mzVuB_TjDMY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2847935438156128,0.2819752752780914,0.3002556085586548,0.1858898639678955,0.7931264877319336,0.2575845301151275,0.2829660952091217,0.3009920179843902,0.1714586555957794,0.3843845784664154,0.2972999677062035,0.2847935438156128,0.2819752752780914,0.3002556085586548,0.1858898639678955,0.367938369512558,0.3677057206630706,5,5,5,5,4,5,4,5,5,5,1,5,5,5,5,5,3,72.7,98.53,1.03,99.94,0.0074,99.65,1.58,18.18,0.59,68.99,68.61,63.42
a Chinese person eating hot dogs at the Wooden Churches of Maramureș.,"A middle-aged Chinese man with a round face, short black hair, and a few days' worth of stubble, wearing a faded 'I ❤️ Shanghai' t-shirt and jeans, sits on a wooden bench outside the intricately carved entrance of the Bârsana Wooden Church in Maramureș, carefully taking a bite of a steaming hot dog topped with sliced scallions and chili flakes from a paper plate, as the late afternoon sun casts long shadows across the lush green grass.",/workspace/t2v_self/iter_t2v/results/single/videos/Kmx1lbnFuYY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2636866986751556,0.2957427263259887,0.2789577662944794,0.1675103545188903,0.7981980681419373,0.2594610989093781,0.283813464641571,0.3083888828754425,0.1569150775671005,0.4006431996822357,0.2703846529126167,0.2636866986751556,0.2957427263259887,0.2789577662944794,0.1675103545188903,0.341257631778717,0.3478608220815659,5,4,5,4,2,2,5,5,1,2,1,5,4,5,5,5,3,63.15,98.21,1.22,99.87,0.0078,98.55,1.63,14.02,0.14,66.73,67.12,61.34
a Chinese person eating burgers at Bran Castle.,"A young Chinese woman with long, straight black hair and almond-shaped eyes, wearing a bright yellow hoodie and distressed denim jeans, sits on a stone bench in the courtyard of Bran Castle, surrounded by medieval architecture and lush greenery, as she takes a big bite out of a juicy cheeseburger, her hands wrapped around the sesame seed bun.",/workspace/t2v_self/iter_t2v/results/single/videos/YRrzw8HnW3M.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows Bran Castle in Romania.,0.2475626200437545,0.2762320637702942,0.3022226750850677,0.160227021574974,0.7353490352630615,0.2278166115283966,0.24849394261837,0.2969081461429596,0.1239771053194999,0.3404257714748382,0.2769859731197357,0.2475626200437545,0.2762320637702942,0.3022226750850677,0.160227021574974,0.3804286062717438,0.4096849918365478,5,5,5,4,2,3,5,5,1,3,1,3,5,5,2,3,4,60.47,99.09,1.19,99.93,0.0028,99.69,1.22,15.3,3.03,68.61,66.85,64.38
a Chinese person eating burgers at the Palace of Parliament.,"A young Chinese woman with long, straight black hair and a bright smile, wearing a casual white t-shirt and distressed denim jeans, sits on a bench in the grandiose courtyard of the Palace of Parliament in Bucharest, carefully taking a big bite of a juicy burger from a paper wrapper, her chopsticks laid aside.",/workspace/t2v_self/iter_t2v/results/single/videos/i7-rxw96FTQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Palace of Parliament in Romania.,0.2553480565547943,0.2683311641216278,0.3083880305290222,0.1808594703674316,0.7292424082756043,0.2348785728216171,0.2625412046909332,0.3129456460475922,0.1335605487227439,0.315983510017395,0.2772156774997711,0.2553480565547943,0.2683311641216278,0.3083880305290222,0.1808594703674316,0.3655670523643494,0.4086075365543365,3,4,5,1,2,1,4,5,1,2,1,2,4,5,1,2,1,55.33,99.47,1.23,99.96,0.0017,99.68,0.94,14.23,1.97,67.46,66.13,65.01
